ID,post_content
52108,"<p>Over breakfast one morning, a little boy kept staring intently at his<br /> grandfather. '1s anything the matter, son?' the old man asked.<br /> 'No, Gramps. I was just wondering what position you play in the football<br /> team.'<br /> 'What are? You talking about?' laughed Gramps. 'I'm far too old to play<br /> football.'<br /> 'Oh,' said the little. Boy. 'It's just that Dad' said that when you<br /> kicked off, we'd be able to afford a new car.'</p>
"
52109,"<p>Yo mama so poor she waves around a popsicle stick and calls it air conditioning.</p>
"
52110,"<p>Looked around for the bastard that must have shot her.</p>
"
52111,"<p>A man longs to wed a maiden with her virtue intact. He searches for one but resigns himself to the fact that every female over the age of 10 in his town has been at it.Finally he decides to take matters in hand and adopts a baby girl from the orphanage. He raises her until she is walking and talking and then sends her away to a monastery for safekeeping until marrying age. After many years she finally reaches maturity and he retrieves her from the monastery and marries her.After the wedding they make their way back to his house and into the bedroom where they both prepare themselves for the consummation. They lie down together in his bed and he reaches over for a jar of petroleum jelly.""Why the jelly,"" she asks him?""So I do not hurt your most delicate parts during the act of lovemaking,"" he replies.""Well why don't you just spit on your cock like the monks did?!""</p>
"
52112,"<p>Did you see Monica Lewinsky had an advertisement with a white ring around<br /> her mouth? </p>
<p>It said, ""Not Milk""</p>
"
52113,"<p>Log on, wait a second, then get a frightened look on your face and scream 'Oh<br /> my God! They've found me!' and bolt.<br /> Laugh uncontrollably for about 3 minutes and then suddenly stop and look<br /> suspiciously at everyone who looks at you.<br /> When your computer is turned off, complain to your neighbor that you can't get<br /> the damn thing to work. After he/she's turned it on, wait 5 minutes, turn it off<br /> again, and repeat the process for a good half hour.<br /> Type frantically, often stopping to look at the person next to you evilly.<br /> Before anyone else is in the lab, connect each computer to different screen<br /> than the one it's set up with.<br /> Write a program that plays the Smurfs theme song and play it at the highest<br /> volume possible over and over again.<br /> Work normally for a while. Suddenly look amazingly startled by something on<br /> the screen and crawl underneath the desk.<br /> Ask the person next to you if they know how to tap into top-secret Pentagon<br /> files.<br /> Use Interactive Send to make passes at people you don't know.<br /> Make a small ritual sacrifice to the computer before you turn it on.<br /> Bring a chainsaw, but don't use it. If anyone asks why you have it, say 'Just<br /> in case' mysteriously.<br /> Type on VAX for a while. Suddenly start cursing for 3 minutes at everything<br /> bad about your life. Then stop and continue typing.<br /> Enter the lab, undress, and start staring at other people as if they're crazy<br /> while typing.<br /> Light candles in a pentagram around your terminal before starting.<br /> Ask around for a spare disk. Offer $2. Keep asking until someone agrees. Then,<br /> pull a disk out of your fly and say, 'Oops, I forgot.'<br /> Every time you press Return and there is processing time required, pray<br /> 'Ohpleaseohpleaseohpleaseohplease,' and scream 'YES!' when it finishes.<br /> DISK FIGHT!<br /> Start making out with the person at the terminal next to you (It helps if you<br /> know them, but this is also a great way to make new friends).<br /> Put a straw in your mouth and put your hands in your pockets. Type by hitting<br /> the keys with the straw.<br /> If you're sitting in a swivel chair, spin around singing 'The Lion Sleeps<br /> Tonight' whenever there is processing time required.<br /> Draw a picture of a woman (or man) on a piece of paper, and tape it to your<br /> monitor. Try to seduce it. Act like it hates you and then complain loudly that<br /> women (men) are worthless.<br /> Try to stick a Nintendo cartridge into the 3 1/2 inch disk drive, and when it<br /> doesn't work, get the supervisor.<br /> When you are on an IBM, and when you turn it on, ask loudly where the smiling<br /> Apple face is when you turn on one of those.<br /> Print out the complete works of Shakespeare, then when it's all done (two days<br /> later) say that all you wanted was one line.<br /> Sit and stare at the screen, biting your nails noisily. After doing this for a<br /> while, spit them out at the feet of the person next to you.<br /> Stare at the screen, grind your teeth, stop, and look at the person next to<br /> you. Repeat procedure, making sure you never provoke the person enough to let<br /> them blow up, as this releases tension, and it is far more effective to let them<br /> linger.<br /> Take a typing break, look for split ends, cut them and deposit them on your<br /> neighbor's keyboard as you leave.<br /> Put a large, gold-framed portrait of the British Royal Family on your desk and<br /> loudly proclaim that it inspires you.<br /> Come to the lab wearing several layers of socks. Remove shoes and place them<br /> of top of the monitor. Remove socks layer by layer and drape them around the<br /> monitor. Exclaim sudden haiku about the aesthetic beauty of cotton on plastic.<br /> Take the keyboard and sit under the computer. Type up your paper like this.<br /> Then go to the lab supervisor and complain about the bad working conditions.<br /> Laugh hysterically, then shout, 'you will all perish in flames!' and continue<br /> working.<br /> Bring some dry ice and make it look like your computer is smoking.<br /> Assign a musical note to every key (i.e. the Delete key is A Flat, the B key<br /> is F sharp, etc.) Whenever you hit a key, hum its note loudly. Write an entire<br /> paper this way.<br /> Attempt to eat your computer's mouse.<br /> Borrow someone else's keyboard by reaching over, saying 'Excuse me, mind if I<br /> borrow this for a sec?' unplugging the keyboard and taking it.<br /> Bring in a bunch of magnets and have fun.<br /> When doing calculations, pull out an abacus and say that sometimes the old<br /> ways are best.<br /> Play Pong for hours on the most powerful computer in the lab.<br /> Make a loud noise of hitting the same key over and over again until you see<br /> that your neighbor is noticing (You can hit the space bar so your fill isn't<br /> affected). Then look at your neighbor's keyboard. Hit his/her delete key several<br /> times, erasing an entire word. While you do this, ask: 'Does *your* delete key<br /> work?' Shake your head, and resume hitting the space bar on your keyboard. Keep<br /> doing this until you've deleted about a page of your neighbor's document. Then,<br /> suddenly exclaim: 'well, what do ya know? I've been hitting the space bar this<br /> whole time. No wonder it wasn't deleting! Ha!' Print out your document and<br /> leave.<br /> Remove your disk from the drive and hide it. Go to the lab monitor and<br /> complain that your computer ate your disk. (For special effects, put some<br /> Elmer's Glue on or around the disk drive. Claim that the computer is drooling.) </p>
<p>Stare at the your neighbor's screen, look really puzzled, burst out laughing,<br /> and say 'You did that?' loudly. Keep laughing; grab your stuff and leave,<br /> howling as you go.<br /> Point at the screen. Chant in a made up language while making elaborate hand<br /> gestures for a minute or two. Press return or the mouse, then leap back and yell<br /> 'COVEEEEERRRRRR!' Peek up from under the table, walk back to the computer and<br /> say. 'Oh, good, it worked this time,' and calmly start to type again.<br /> Keep looking at invisible bugs and trying to swat them.<br /> See who's online. Send a total stranger a talk request. Talk to them like<br /> you've known them all your lives. Hang up before they get a chance to figure out<br /> you're a total stranger.<br /> Bring a small tape player with a tape of really absurd sound effects. Pretend<br /> it's the computer and look really lost.<br /> Pull out a pencil. Start writing on the screen. Complain that the lead doesn't<br /> work.<br /> Come into the computer lab wearing several endangered species of flowers in<br /> your hair. Smile incessantly. Type a sentence, then laugh happily, exclaim<br /> 'You're such a marvel!' and kiss the screen. Repeat this after every sentence.<br /> As your ecstasy mounts, also hug the keyboard. Finally, hug your neighbor, then<br /> the computer assistant, and walk out.<br /> Run into the computer lab, shout 'Armageddon is here!' then calmly sit down<br /> and begin to type.<br /> Quietly walk into the computer lab with a Black and Decker chainsaw, rev that<br /> baby up, and then walk up to the nearest person and say, 'Give me that computer<br /> or you'll be feeding my pet crocodile for the next week.'<br /> Two words: Tesla Coil. (Tesla Coil: an air-core transformer used to produce<br /> high voltages of high-frequency alternating currents.)</p>
"
52114,"</p>
<dl>
<dt>Murphy's Laws of Combat Operations</dt>
<p> 
<dd>The Cavalry doesn't always come to the rescue.</dd>
</dl>
"
52115,"<p>I saw my old girlfriend the other day and she had her wedding ring on the wrong finger.</p>
<p>When I pointed this out to her, she said, ""I know, I married the wrong man.""</p>
"
52116,"<p>How can you tell which tricycle belongs to the blonde?</p>
<p>It is the one with the kickstand.</p>
"
52117,"<p>A Dell technician advised his customer to put his troubled floppy back in the drive and close the door. The customer asked the tech to hold on, and was heard putting the phone down, getting up crossing the room to close the door to his room.</p>
"
52118,"<p>Water freezes at 32 degrees and boils at 212 degrees.<br /> There are 180 degrees between freezing and boiling<br /> because there are 180 degrees between north and south.</p>
"
52119,"<p>It was so cold today I saw a lawyer with his hands in his own pockets.</p>
"
52120,"<p>One afternoon, a wealthy lawyer was riding in the back of his limousine when he saw two men eating grass by the road side. He ordered his driver to stop and he got out to investigate. </p>
<p>""Why are you eating grass?"" he asked one man.<br /> ""We don't have any money for food."" the poor man replied.<br /> ""Oh, come along with me then.""<br /> ""But sir, I have a wife with two children!""<br /> ""Bring them along! And you, come with us too!"", he said to the other man.<br /> ""But sir, I have a wife with six children!"" the second man answered.<br /> ""Bring them as well!"" </p>
<p>They all climbed into the car, which was no easy task, even for a car as large as the limo. Once underway, one of the poor fellows says, ""Sir, you are too kind. Thank you for taking all of us with you."" </p>
<p>The lawyer replied, ""No problem, the grass at my home is about two feet tall!""</p>
"
52121,"<p>Estaba un borracho en el autob�s toc�ndole las tetas a una se�orita muy descaradamente, cuando ella le salta:</p>
<p>""�Oye! �Por qu� no metes las manos en otro lado?""</p>
<p>El borracho: </p>
<p>""�No me tiente!�No me tiente!""</p>
"
52122,"<p>A man walks into a bar with a duck on his head. The bartender says, ""May I help you, sir?""The duck says, ""Yeah. Help me get this human out of my ass.""</p>
"
52123,"<p>These 3 guys were in heaven and jesus was only taking the worst deaths so everyone had to tell them how they died.</p>
<p>Guy #1<br /> I suspected my wife was cheating on me so i went to her apartment and saw a guy hanging over the balcony, so i started hammering his fingers and when he finally fell i threw a refrigerator on him. Then i was so mad that my wife had cheated on me that i commited suicide. Thats how i died.</p>
<p>Guy #2<br /> I was doing my daily arobics on the balcony when all the sudden i fell. i was on the edge of the balcony i was hoping someone would save me...the suddenly this crazy man started banging my fingers with a hammer. Then i fell and he threw a refrigerator on me! Thats how i died.</p>
<p>Guy #3<br /> I was naked in the refrigerator!</p>
"
52124,"<p>'Twas the Night Before Christmas: Microsoft Version </p>
<p>Twas the night before Christmas, when all through the house<br /> Not a creature was stirring, except Papa's mouse.<br /> The computer was humming, the icons were hopping,<br /> As Papa did last-minute Internet shopping.<br /> The stockings were hung by the modem with care<br /> In hope that St. Nicholas would bring new software.<br /> The children were nestled all snug in their beds,<br /> While visions of computer games danced in their heads.<br /> PageMaker for Billy, and Quicken for Dan,<br /> And Carmen Sandiego for Pamela Ann.<br /> The letters to Santa had been sent out by Mom,<br /> To santaclaus@toyshop.northpole.com<br /> Which has now been re-routed to Washington State<br /> Because Santa's workshop has been bought by Bill Gates.<br /> All the elves and reindeer have had to skedaddle<br /> To flashy new quarters in suburban Seattle.<br /> After centuries of a life that was simple and spare,<br /> St. Nicholas is suddenly a new billionaire,<br /> With a shiny red Porsche in the place of his sleigh,<br /> And a house on Lake Washington that's just down the way<br /> From where Bill has his mansion. The old fellow preens<br /> In black Gucci boots and red Calvin Klein jeans.<br /> The elves have stock options and desks with a view,<br /> Where they write computer code for Johnny and Sue.<br /> No more dolls or tin soldiers or little toy drums<br /> Will be under the tree, only compact disk ROMS<br /> With the Microsoft label. So spin up your drive,<br /> From now on Christmas runs only on Win95.<br /> More rapid than eagles the competitors came,<br /> And Bill whistled, and shouted, and called them by name.<br /> ''Now, ADOBE! now, CLARIS! now, INTUIT! too,<br /> Now, APPLE! and NETSCAPE! you are all of you through,<br /> It is Microsoft's SANTA that the kids can't resist,<br /> It's the ultimate software with a traditional twist<br /> Recommended by no less than the jolly old elf,<br /> And on the package, a picture of Santa himself.<br /> Get 'em young, keep 'em long, is Microsoft's scheme,<br /> And a merger with Santa is a marketer's dream.<br /> To the top of the NASDAQ! to the top of the Dow!<br /> Now dash away! dash away! dash away - wow!''<br /> And Mama in her 'kerchief and I in my cap,<br /> Had just settled down for a long winter's nap,<br /> When out on the lawn there arose such a clatter,<br /> The whir and the hum of our satellite platter,<br /> As it turned toward that new Christmas star in the sky,<br /> The SANTALITE owned by the Microsoft guy.<br /> As I sprang from my bed and was turning around,<br /> My computer turned on with a Jingle-Bells sound.<br /> And there on the screen was a smiling Bill Gates<br /> Next to jolly old Santa, two arm-in-arm mates.<br /> And I heard them exclaim in voice so bright,<br /> Have a MICROSOFT CHRISTMAS, and TO ALL A GOOD NIGHT.</p>
"
52125,"<p>One day this big, nasty, sweaty woman wearing a raggedy sleeveless sundress<br /> walks into a bar. </p>
<p>She raises her right arm, revealing a big hairy armpit as she points to all<br /> the people sitting at the bar and asks, 'What man Out there will buy a lady a<br /> drink?'</p>
<p>The whole bar goes dead silent as the patrons try to ignore her. </p>
<p>At the end of the bar, a skinny little piss head slams his hand on the bar and<br /> says, 'Barman, I want to buy that ballerina a Drink.'</p>
<p>The barman pours the drink and the woman chugs it down. </p>
<p>After she's completed the drink, she turns again to the throng and points<br /> around at all of them, again revealing the hairy Armpit, saying,</p>
<p>'What man out there will buy a lady a drink?'</p>
<p>Once again, the little drunk slaps his hand down on the bar and slurs to the<br /> barman, 'Sir, I would like to buy the ballerina another drink.'</p>
<p>After serving the lady her second drink, the barman approaches the little<br /> drunkard and says, 'It's your business if you want to buy the lady a drink, but<br /> why do you keep calling her a ballerina?'</p>
<p>To which, the drunken replies, 'Sir, in my eyes, any woman who can lift her<br /> leg up that high has got to be a ballerina.</p>
"
52126,"<p>How do you play Iraqi bingo?</p>
<p>B-52...F-16...B-2.</p>
<p>Submitted by Curtis<br /> Edited by Tantilazing</p>
"
52127,"<p>Two Italians and a Pollock go into a bar. The Pollock doesn't have a<br /> girlfriend and the Italians feel sorry for him. They explain to him<br /> that if he studies their moves, he'll be able to pick up women.</p>
<p>So the first Italian walks up to this blonde chick and goes,""Hey<br /> baby, ya' wanna' leave here?""</p>
<p>She goes,""I'd love to-but we can't go to my house. My parents will<br /> kill me if they see me with you.""</p>
<p>He goes,""That's okay. We'll go to my house,"" and they leave.</p>
<p>The second Italian says,""That's nothing. Watch me in action and<br /> learn!""</p>
<p>So he walks up to some blonde and says,""Hey baby, ya' wanna' leave<br /> here?""</p>
<p>She replies,""I'd love to-but we can't go to my house. My husband<br /> will kill me if he sees me with you.""</p>
<p>He says,""That's okay. We'll go to my house,"" and they leave.</p>
<p>Now the Pollock's alone and he says to himself,""I think this looks<br /> pretty easy. I think I'll try it.""</p>
<p>So the Pollock walks up to this brunette and says,""Hey baby, how do<br /> ya' wanna' leave here?""</p>
<p>She goes,""I'd love to-but I can't. I'm on my menstrual cycle.""</p>
<p>He says, ""That's okay. We'll go on my moped.""</p>
"
52128,"<p>What is the height of laziness? </p>
<p>Adoption.</p>
"
52129,"<p>Son: Is it true? Dad, I heard that in ancient China, a man doesn't know his wife until he marries.Father: That happens everywhere, son, everywhere!</p>
"
52130,"<p>your mamas so ugly she made onions cry!!</p>
"
52131,"<p>This memo is to announce the development of a new software system which will<br /> be Year 2000 compliant. This program is known as 'Millennia Year Application<br /> Software System' (MYASS). </p>
<p>Next Monday there will be a meeting in which I will show MYASS to everyone. We<br /> will hold demonstrations throughout the month so that all employees will have an<br /> opportunity to get a good look at MYASS. We have not addressed networking<br /> aspects yet, so currently only one person at a time can use MYASS. This<br /> restriction will be removed after MYASS expands. </p>
<p>Some employees have begun using the program already. This morning I walked<br /> into a subordinate's office and was not surprised to find that he had his nose<br /> buried in MYASS. Some of the less technical people may be somewhat afraid of<br /> MYASS. Last week my secretary said to me, 'I'm a little nervous, I never put<br /> anything in MYASS before.' I helped her through the first time and afterward she<br /> admitted that it was relatively painless and she was actually looking forward to<br /> doing it again, and was even ready to kiss MYASS. </p>
<p>There have been concerns over the virus that was found in MYASS upon initial<br /> installation, but the virus has been eliminated and we were able to save MYASS.<br /> In the future, however, protection will be required prior to entering MYASS.<br /> This database will encompass all information associated with the business. </p>
<p>As you begin using the program, feel free to put anything you want in MYASS.<br /> As MYASS grows larger, we envision a time when it will be commonplace for a<br /> supervisor to hand work to an employee and say, 'here, stick this in MYASS.' It<br /> will be a great day when we need data quickly and our employees can respond,<br /> 'Here it is, I just pulled it out of MYASS.'</p>
"
52132,"<p>Los reci�n casados llegan al hotel donde pasar�n su primera noche juntos, pero hay un peque�o problema: la novia est� en sus d�as. La mujer no se lo dice a su esposo porque de todos modos decide hacerlo.</p>
<p>Al otro d�a, cuando el novio se levanta y no encuentra a su compa�era en la cama, observa que la s�bana est� manchada con sangre.</p>
<p>""�La mat�!"", exclama el tipo.</p>
<p>Se levanta y ve que en el piso tambi�n hay huellas de sangre.</p>
<p>""�La arrastr�!""</p>
<p>Entra al cuarto de ba�o y se mira en el espejo.</p>
<p>""�Me la com�!""</p>
"
52133,"<p>Llega un hombre a un hotel de la ciudad y alquila una habitaci�n, al llegar a la misma lo  �nico que hay para matar el aburrimiento es una Biblia, al abrirla le cambia la expresi�n del rostro y decide llamar a la telefonista del hotel y la que empieza a enamorar hasta que la muchacha sube a su habitaci�n y se acuesta con el hombre.</p>
<p>Despu�s que terminan le dice la telefonista.:</p>
<p>""�Qui�n lo iba a decir, yo acost�ndome con un hu�sped?""</p>
<p>El  hombre le responde: </p>
<p>""La Biblia lo dice.""</p>
<p>""�S�? �en qu� vers�culo lo dice?""</p>
<p>El le responde:</p>
<p>""En la contraportada. Dice clarito: 'La telefonista es una puta�""</p>
"
52134,"<p>One late evening while the family was at church, a man was breaking into<br /> their home, he went into the bedroom stealing everything he could get his<br /> hands on. As soon as he entered the living room he heard a voice ""God is<br /> going to get you!"" ""God is going to get you!"" He pulled out his flashlight<br /> and shined it on this big bird. Well the man did not pay any mind to the<br /> bird and kept on loading up his bag.</p>
<p>He was loading that bag from left to right. Again he heard that voice ""God<br /> is going to get you!"" ""God is going to get you!"" He walked over to the<br /> cage and told the bird to shut up! As soon as he put his hand on the door<br /> knob of the backdoor he heard a different noise. It was not the bird but a<br /> growing sort of noise, He shined the flashlight up and saw this GREAT BIG<br /> DOG! And the bird yelled ""GET HIM GOD!""</p>
"
52135,"<p>A teacher tells her class the new word for the day is Contagious, she asks the class if they could explain what the word means. She asks Joe if he can explain what the word means and he says, ""My Mom says to stay away from kids with chicken pox because they are contagious."" The teacher says, ""That is very good Joe."" Then she picks Suzie, who says, ""The atmosphere was Contagious."" And the teacher says, ""Excellent Suzie."" Then she notices that little Johnny has his hand up at the back of the class, ""Yes Johnny,"" she says. Johnny says, ""The other day me and my Dad were sitting around and we saw our blonde neighbor painting her fence. She had a tiny little brush you use to paint model cars, and she was going in tiny little stokes up and down the fence."" My Dad says to me, ""Jesus, its gonna take that cunt ages to finish that fence.""</p>
"
